ventaja	propio	destino	categoria	subcategoria	destino_propuesto	id	nombre
5.35	0.00	5.35	Otros	Estaciones de energía	Cargadores y adaptadores	p20309	DC charging pile 9-hole portable chargingHousehold new energy vehicle fast charging pile is suitable for 2KW portable
5.35	1.30	6.65	Iluminación	Escenario	Teclados	p46048	Combo de 4 cañones parled 18x1 rgb
5.35	0.00	5.35	Refacciones	Motor y transmisión	Belleza y cuidado personal	p20239	Automatic Gearbox Instrumentation Kit Pressure Oil Gauge Repair Automotive Mechanical Transmission
5.35	0.00	5.35	Iluminación		Cargadores y adaptadores	p85993	EECOO - Adaptador de enchufe para bombil
5.35	2.64	7.99	Otros	Baño	Electrodomésticos	p205745	Ciieeo Escobilla de Goma para Ventanas, Limpiacristales Manual, Plástico
5.35	0.00	5.35	Otros	Varios	Relojes inteligentes	p96462	Balanza inteligente Smart Weigh 199 kg x 56 g USB‑C
5.34	0.00	5.34	Componentes y accesorios de PC	Componentes	Climatización	p316113	Aspa Ventilador Sirve Taurus Anemo (rush)
5.34	0.00	5.34	Herramientas	Seguridad industrial	Autos, bicicletas y motos	p35416	Extintor Vacio, Recargable Auto/camioneta 1kg, Pqs
5.34	0.00	5.34	Otros	Organización del hogar	Equipo comercial	p97056	Estante Deco Brothers 39-64 cm Blanco Expandible de 2 Niveles
5.34	2.48	7.82	Autos, bicicletas y motos	Autos	Domótica y hogar inteligente	p314666	Interruptor de sensor de presión de aire acondicionado para VW, 4 Interruptores de coche
5.34	0.00	5.34	Herramientas	Material eléctrico	Cargadores y adaptadores	p121508	Adaptador de clavija europea en tipo americano
5.34	2.08	7.42	Herramientas	Grabado láser	Proyectores y accesorios	p1598	Módulo láser de enfoque fijo NEJE E80 de 24 W, enfoque de 0,06 x 0,06 mm
5.34	0.00	5.34	Fitness	Pequeña	Deportes y fitness	p31731	Banda Suspensión Entrenamiento Profesional Expert El Rey
5.34	0.00	5.34	Viajes	Maletas	Cocina y comedor	p82442	Pack de 3 bolsas reutilizables para vino JIMMY THE FOX
5.34	0.00	5.34	Viajes	Maletas	Cocina y comedor	p82443	Bolsas de vino JIMMY THE FOX Pack de 3 reutilizables para viajar
5.34	1.83	7.17	Herramientas	Plomería	Muebles	p122939	Tablero Tarja Inox para Mueble de Cocina Madesa 120 X 52 GG
5.33	0.00	5.33	Deportes y fitness	Equipo de gimnasio	Redes	p71699	Bicicleta Dual Cycle Band Pro
5.33	1.15	6.48	Juguetes y bebés	Juegos arcade	Mascotas	p371179	Máquina Expendedora de Premios con Luces LED para Niños Ele-Gate
5.33	0.00	5.33	Componentes y accesorios de PC	Componentes	Herramientas	p36156	Ventilador Para Soldadora Mig200
5.33	2.42	7.75	Herramientas	Escaleras	Iluminación	p247695	Kit de herrajes para Escalera retráctil y Deslizante de Acero Negro para Biblioteca, Kit de riel Deslizante Estilo Granero para casa, Oficina y Biblioteca, con 
5.33	1.54	6.87	Herramientas	Plomería	Autos, bicicletas y motos	p121809	Extractor de fluidos neumático kweiny para frenos embrague y dirección asistida
5.33	0.00	5.33	Otros	Organización del hogar	Equipo comercial	p33161	Caja Organizadora 2 Niveles 30.5x26x8cm Naranja
5.33	0.00	5.33	Otros	Varios	Domótica y hogar inteligente	p1918	Tarjeta de seguimiento inteligente ZIKE Z006
5.32	0.00	5.32	Viajes	Maletas	Domótica y hogar inteligente	p82952	Cartera de seguridad con correa para cintura, protección RFID, color negro
5.32	0.00	5.32	Juguetes y bebés	Bebés	Muebles	p106978	Protector de mueble seguro ProtekWhite MXCWT-005 Cojines proteccion filos
5.32	0.00	5.32	Juguetes y bebés	Bebés	Muebles	p106980	Protector de mueble seguro ProtekWhite MXCWT-004 Cojines proteccion filos
5.32	0.00	5.32	Juguetes y bebés	Bebés	Muebles	p106981	Protector de mueble seguro ProtekWhite MXCWT-002 Cojines proteccion filos
5.32	0.00	5.32	Juguetes y bebés	Bebés	Muebles	p106982	Protector de mueble seguro ProtekWhite MXCWT-001 Cojines proteccion filos
5.32	0.00	5.32	Juguetes y bebés	Bebés	Muebles	p106984	Protector de mueble seguro ProtekWhite MXCWT-003 Cojines proteccion filos
5.32	1.11	6.43	Herramientas	Cerraduras y candados	Domótica y hogar inteligente	p354016	Lock Cerradura Sobreponer Der Pasador 2 Barras Al Lock L7725Adbin
5.32	0.00	5.32	Belleza y cuidado personal	Dispositivos de cuidado facial	Movilidad eléctrica	p15324	Multifunctional Electric Remove Device Vacuum Pore Cleaner Cleaning Machine
5.32	0.00	5.32	Refacciones	Sistema eléctrico y sensores	Movilidad eléctrica	p111423	Terminales de batería Schumacher Electric zincados de 3/8"
5.31	0.00	5.31	Salud	Salud	Audífonos	p32048	Audífono Amplificador de Sonido para Sordera
5.31	2.07	7.39	Instrumentos musicales	Producción de audio	Bocinas	p35830	Interfaz Audio USB Montarbo DSI-22 24bit 192kHz 2 Entradas XLR/TRS Phantom
5.31	0.00	5.31	Blancos y ropa de cama	Almohadas	Muebles	p94338	Cojín de Soporte Lumbar, Versátil Color Negro
5.31	0.00	5.31	Audífonos	Earbuds con cable	Cargadores y adaptadores	p289376	Apple EarPods Lightning Connector - Blanco
5.31	2.35	7.66	Refacciones	Refacciones para otros electrodomésticos	Electrodomésticos	p209587	Filtro de Agua de Sedimentación Ciclónica, Cobre, para Casa Entera, Lavadoras, Calentadores de Agua, Purificadores
5.30	0.00	5.30	Refacciones		Autos, bicicletas y motos	p384610	Cámara para llantas Moto/Cuatriciclo 80/100-21 Reforzada RM-M Butilo
5.30	1.22	6.53	Juguetes y bebés	Bebés	Mascotas	p105822	Contenedor de snacks GoBe Kids Small de 4 compartimentos antiderrames
5.30	2.60	7.91	Autos, bicicletas y motos	Autos	Blancos y ropa de cama	p251633	tela de gamuza beige para techo de auto de 108 x 60 pulgadas, material de gamuza con respaldo de espuma de 1/8 pulgadas, tacto suave, anti-hundimiento, insonori
5.30	0.00	5.30	Herramientas	Seguridad industrial	Almacenamiento	p247779	IGA Casco de Seguridad Industrial Marca, Plagosur Clase E
5.30	0.00	5.30	Herramientas	Seguridad industrial	Almacenamiento	p247787	IGA Casco de Seguridad Industrial Marca, Plagosur Clase E
5.30	0.00	5.30	Herramientas	Seguridad industrial	Almacenamiento	p247795	IGA Casco de Seguridad Industrial Marca, Plagosur Clase E
5.30	0.00	5.30	Herramientas	Seguridad industrial	Almacenamiento	p247818	IGA Casco de Seguridad Industrial Marca, Plagosur Clase E
5.30	0.00	5.30	Herramientas	Seguridad industrial	Almacenamiento	p247824	IGA Casco de Seguridad Industrial Marca, Plagosur Clase E
5.30	0.00	5.30	Herramientas	Seguridad industrial	Almacenamiento	p247835	IGA Casco de Seguridad Industrial Marca, Plagosur Clase E
5.30	0.00	5.30	Herramientas	Seguridad industrial	Almacenamiento	p247841	IGA Casco de Seguridad Industrial Marca, Plagosur Clase E
5.30	0.00	5.30	Herramientas	Seguridad industrial	Almacenamiento	p247842	IGA Casco de Seguridad Industrial Marca, Plagosur Clase E
5.30	0.00	5.30	Herramientas	Seguridad industrial	Almacenamiento	p247861	IGA Casco de Seguridad Industrial Marca, Plagosur Clase G Ajuste Intervalo
5.30	0.00	5.30	Refacciones	Sistema eléctrico y sensores	Domótica y hogar inteligente	p111703	Interruptor remoto de desconexión de batería DNShorix 12 V 240 A
5.30	0.00	5.30	Refacciones	Refacciones para electrodomésticos	Computadoras de escritorio	p817	Washing Machine Leak-proof Drip Tray, Style:16x16x1 OPP White Square Plate
5.30	0.00	5.30	Refacciones	Frenos	Laptops	p20751	A2C0048040000C Automobile ABS computer board IC chip module internal fault communication chip
5.30	1.26	6.55	Laptops	Laptops de 15" y 16"	Baterías portátiles	p149617	Remachadora eléctrica inalámbrica, remachadora automática, remachadora portátil con batería de 5,2 Ah, for tuercas de 1/8", 5/32", 3/16", 1/4", 5/16", 3/8", 1/2
5.30	1.12	6.41	Electrodomésticos	Pequeños electrodomésticos de cocina	Baterías portátiles	p149665	shamjina Engrasadora Eléctrica a Batería Portátil | Pistola Engrase con Batería Recargable, para Garaje, Mecánicos, Naranja,
5.30	1.12	6.41	Electrodomésticos	Pequeños electrodomésticos de cocina	Baterías portátiles	p149666	shamjina Engrasadora Eléctrica a Batería Portátil | Pistola Engrase con Batería Recargable, para Garaje, Mecánicos, Negro,
5.30	1.12	6.41	Electrodomésticos	Pequeños electrodomésticos de cocina	Baterías portátiles	p149678	shamjina Engrasadora Eléctrica a Batería Portátil | Pistola Engrase con Batería Recargable, para Garaje, Mecánicos, Amarillo,
5.30	1.12	6.41	Electrodomésticos	Pequeños electrodomésticos de cocina	Baterías portátiles	p149679	shamjina Engrasadora Eléctrica a Batería Portátil | Pistola Engrase con Batería Recargable, para Garaje, Mecánicos, Negro, Mango Redondo
5.30	1.12	6.41	Electrodomésticos	Pequeños electrodomésticos de cocina	Baterías portátiles	p153905	shamjina Engrasadora Eléctrica a Batería Portátil | Pistola Engrase con Batería Recargable, para Garaje, Mecánicos, Amarillo Y Negro,
5.29	1.76	7.06	Muebles	Escritorios de oficina	Mouse	p246545	Logitech Láser de Escritorio inalámbrico
5.29	1.77	7.07	Instrumentos musicales	Amplificadores	Bocinas	p46008	Amplificador de voz inalámbrico Norwii 15 W Bluetooth 5200 mAh
5.29	1.77	7.07	Instrumentos musicales	Amplificadores	Bocinas	p46009	Amplificador de voz inalámbrico Norwii 15W Bluetooth 5200mAh
5.29	1.47	6.76	Juguetes y bebés	Pañales y cambio	Belleza y cuidado personal	p105800	Set Boogie de 3 productos para la dermatitis del pañal: spray pasta y gel
5.29	2.60	7.89	Autos, bicicletas y motos	Autos	Juguetes y bebés	p251313	Bburago Auto Porsche 911 RSR Le Mans, Modelo a Escala 1:24, Metal Fundido, Número 91, Coleccionable
5.29	2.05	7.34	Muebles	Colchones	Deportes y fitness	p326546	Almohadilla para Barra Gym,Colchón de Barra Autoadhesiva,Esponja de Barbell
5.29	2.16	7.44	Refacciones	Refacciones para licuadora y batidora	Electrodomésticos	p140866	Piezas de Repuesto Compatible con Licuadora Nutribullet de 32 Onzas
5.28	1.97	7.26	Videojuegos	Controles y gamepads	Mouse	p59879	Controlador Corsair NOVABLADE PRO inalámbrico sin palanca PS5/PS4/PC
5.28	2.42	7.70	Herramientas	Escaleras	Otros	p247746	Little Giant Ladders, Soportes de Caballete, Accesorio de Escalera, Aluminio, se Adapta a la mayoría de Modelos de múltiples Posiciones, (26999)
5.28	1.22	6.50	Herramientas	Material eléctrico	Domótica y hogar inteligente	p294475	Lutron Caseta - Placa De Pared 1 Espacio - Cw-1-bl
5.28	1.22	6.50	Herramientas	Material eléctrico	Domótica y hogar inteligente	p294480	Placa De Pared Lutron Caseta CW-3-BL 3 Espacios Plástico Decorador
5.28	0.00	5.28	Componentes y accesorios de PC	Componentes	Climatización	p318021	Dayton Light Dty Indstrl - Ventilador de 50,8 cm de diámetro, 2Spd
5.28	1.70	6.98	Instrumentos musicales	Producción de audio	Bocinas	p46980	Consola Mezcladora 12 Canales Bluetooth Usb Estudio Sonido
5.28	2.42	7.70	Herramientas	Escaleras	Muebles	p364929	Taburete plegable antideslizante, lo suficientemente seguro – Soporta hasta 300 libras – reposapiés de 11 pulgadas para adultos o niños, escalera plegable de al
5.27	0.00	5.27	Refacciones	Refacciones para bocinas y audio	Bocinas	p175138	1 Par de Anillos Adaptadores para Altavoz de Coche, Plástico Blanco
5.27	0.00	5.27	Refacciones	Motor, carburación y escape de moto	Autos, bicicletas y motos	p112161	Cigüeñal Para Moto Veloci Boxter 2016-2020
5.27	0.00	5.27	Herramientas	Jardinería	Aspiradoras	p123432	Sopladora/Aspiradora eléctrica 650 W
5.27	2.13	7.40	Juegos de mesa	De estrategia	Juguetes y bebés	p293668	Marvel Champions: Wonder Man
5.27	1.46	6.73	Instrumentos musicales	Micrófonos	Cámaras y fotografía	p291778	Micrófono Shotgun Pyle Pmksf32 para Cámara y Video con Shockmount
5.27	0.00	5.27	Herramientas	Seguridad industrial	Belleza y cuidado personal	p247878	Letreros de Seguridad Industrial, Señalamientos de Obligación, MXSDO-020, 30x40 cm, De Obligación, Uniforme de Trabajo, Acabado Normal
5.26	0.00	5.26	Herramientas	Refacciones de herramientas eléctricas	Otros	p121168	Base P/Motor Montaje Corto Compacto 4 HP Fuera Borda Coleman
5.26	2.63	7.89	Herramientas	Material eléctrico	Cargadores y adaptadores	p121540	Cable Extensión MXVOH-002 VoltReach04 Multicontacto Eléctrico
5.26	1.97	7.24	Videojuegos	Controles y gamepads	Teclados	p59737	Controlador de juegos móvil KICKDOT MC50 Bluetooth RGB Turbo
5.26	1.79	7.05	Herramientas	Jardinería	Cocina y comedor	p201045	MTM Hydro Acqualine - Protector de boquilla para lavadora a presión con conector de acoplamiento rápido de 1/4 pulgadas, 40 grados 4.0 grado comercial
5.26	0.00	5.26	Videojuegos	Controles y gamepads	Mouse	p118350	Control inalámbrico Microsoft QAS-00007 blanco paquete de 2
5.25	1.54	6.79	Herramientas	Plomería	Salud	p122358	Medidor Agua 1 Pulgada Chorro Multiple Clase B Dn 25mm
5.25	1.54	6.79	Herramientas	Plomería	Salud	p122359	Medidor De Agua 1/2 Chorro Múltiple Dn 15mm 5 Dígitos De M³
5.25	1.54	6.79	Herramientas	Plomería	Salud	p122360	Medidor De Agua Chorro Múltiple 1/2 Clase B Dn 15mm
5.25	1.54	6.79	Herramientas	Plomería	Salud	p122366	Medidor De Agua Potable Chorro Único 1/2 Nylon
5.25	1.46	6.72	Instrumentos musicales	Micrófonos	Mouse	p369090	Micrófono Inalámbrico Sdlogal YL-38 Gris c/ Receptor y 3 Baterías Recargables
5.25	1.41	6.67	Refacciones	Bombas	Otros	p32114	Bomba de Piscina con Energía Solar Vevor 72VDC
5.25	0.00	5.25	Muebles	Escritorios	Redes	p187701	PTZOptics Teclado de segunda generación IP Joystick, soporte PoE
5.25	1.95	7.20	Juguetes y bebés	Juguetes educativos	Impresoras	p108387	Libro para colorear CoComelon – Paquete de 12 sin desorden tinta mágica
5.25	2.47	7.72	Componentes y accesorios de PC	Webcams	Cámaras y fotografía	p184595	Innex C831 Cámara Web 4K Panorámica 180° con Seguimiento Facial IA
5.25	2.42	7.67	Autos, bicicletas y motos	Tweeters	Bocinas	p172712	Vbestlife Altavoces Tweeter de 3 Pulgadas de 74 Mm para de Sonido
5.25	0.00	5.25	Herramientas	Seguridad industrial	Autos, bicicletas y motos	p121361	Casco de Seguridad Bullard S71 Visera Completa Verde Bosque
5.24	0.00	5.24	Herramientas	Seguridad industrial	Deportes y fitness	p247883	Cinturón de Seguridad Industrial 46 mm, Alta Resistencia, Negro 50 m
5.24	0.00	5.24	Herramientas	Material eléctrico	Iluminación	p339079	Clavija Redonda Sanelec Polarizada De Hule 10
5.24	0.00	5.24	Movilidad eléctrica	Accesorios	Refacciones	p2304	Luz trasera Kukirin G3
5.24	1.72	6.96	Belleza y cuidado personal	Cuidado personal	Cocina y comedor	p103369	Bolsas desechables para botellas PEPAX 250 uds 15x26 cm rosa
5.24	0.00	5.24	Belleza y cuidado personal	Cuidado personal	Impresoras	p103600	Tinta para tatuaje Eternal Ink 30 ml Robin Egg azul pálido
5.24	0.00	5.24	Herramientas	Material eléctrico	Domótica y hogar inteligente	p121481	Detector De Monóxido De Carbono Con Alta Cobertura Y Alarma Con Sonido 2pza Blanco
5.24	0.00	5.24	Herramientas	Material eléctrico	Domótica y hogar inteligente	p121483	Detector De Monóxido De Carbono Con Alta Cobertura Y Alarma Con Sonido 3pza Blanco
5.24	2.16	7.40	Refacciones	Refacciones para otros electrodomésticos	Proyectores y accesorios	p194110	Repuesto de mando a distancia compatible con proyector LED ViewSonic LS500W
5.24	1.52	6.75	Componentes y accesorios de PC	Accesorios de monitor	Monitores	p165169	UGREEN Cable DisplayPort a HDMI 4K30Hz, DP 1.2, Unidireccional, 2 m
5.23	0.00	5.23	Videojuegos	Controles y gamepads	Mouse	p55975	Razer Wolverine V2 Pro - Control
5.23	2.48	7.71	Autos, bicicletas y motos	Autos	Climatización	p319060	Calefactor para Coche Desempañador 12V/24V Eléctrico Portátil Calentador
5.23	2.48	7.71	Autos, bicicletas y motos	Autos	Climatización	p319303	Calefactor para Coche Desempañador 12V/24V Eléctrico Portátil Calentador
5.23	1.97	7.21	Videojuegos	Cargadores, bases y soportes	Otros	p234880	Soporte Vertical PS5 con Ventilador de Refrigeración, Base de Estación de Carga del Controlador PS5 Dual con Indicador de Carga, 15 Discos de Juego Y Soporte pa
5.23	0.00	5.23	Belleza y cuidado personal	Cuidado personal	Redes	p103644	Router Eléctrico 900W  Negra Con Verde
5.23	1.28	6.52	Muebles	Camas	Domótica y hogar inteligente	p257761	Alarma de Cama con 2 Sensores de Movimiento y Buscapersonas
5.23	1.38	6.61	Instrumentos musicales	Tornamesas	Bocinas	p42262	Tocadiscos Audio-Technica AT-LP120XBT-USB-WH inalámbrico blanco
5.23	2.15	7.37	Herramientas	Compresores y herramienta neumática	Electrodomésticos	p61398	Compresor Aire Electrico Tanque Portatil 50 L 127v 750w 1hp Gutstark
5.23	0.00	5.23	Belleza y cuidado personal	Cuidado personal	Otros	p103467	Soporte de brazo para tatuaje Roixeeds 70-103 cm ajustable y plegable
5.23	0.00	5.23	Instrumentos musicales	Accesorios	Decoración de hogar y jardín	p47083	Banco redondo T270A
5.23	0.00	5.23	Instrumentos musicales	Baterías	Decoración de hogar y jardín	p47124	Banco redondo DW-CP-5100
5.23	0.00	5.23	Herramientas	Plomería	Decoración de hogar y jardín	p122971	Brazo redondo con chapeton 40 cm negro mate 4552brr.2 Dica
5.23	0.00	5.23	Herramientas	Jardinería	Decoración de hogar y jardín	p123178	Cable redondo Dalom 2.4 mm 434 m (bobina 2.3 kg)
5.23	0.00	5.23	Cocina y comedor	Repostería y moldes	Decoración de hogar y jardín	p97008	Molde para Tarta Gobel Redondo Acanalado de Estaño 8x8x1cm Paquete de 2
5.23	0.00	5.23	Cocina y comedor	Repostería y moldes	Decoración de hogar y jardín	p97013	Molde para Tartas Gobel Redondo Acanalado de Estaño 10 cm Paquete de 2
5.23	0.00	5.23	Juguetes y bebés	Juguetes educativos	Decoración de hogar y jardín	p34009	Imanes Neodimio Redondo 12 X 3 Paquete Juego Con 10 Piezas
5.23	0.00	5.23	Juguetes y bebés	Bebés	Decoración de hogar y jardín	p105112	Cartel de Nacimiento Doryfew 15 cm Redondo (2 piezas) de Madera
5.23	0.00	5.23	Juguetes y bebés	Pañales y cambio	Decoración de hogar y jardín	p105713	Recambio redondo Diaper Genie Essentials paquete de 4
5.23	0.00	5.23	Joyería y bisutería	Aretes	Decoración de hogar y jardín	p82009	Pendientes Swarovski Matrix Hoop de corte redondo en rodio transparente
5.22	0.00	5.22	Otros	Varios	Impresoras	p97861	Pajillas de Papel OULIGET 40 Unidades con Forma de Limón
5.22	0.00	5.22	Refacciones	Para autos	Cargadores y adaptadores	p111206	Inversor de Corriente Energizer ENK1500 1500W 12V a 110V USB
5.22	0.00	5.22	Refacciones	Para autos	Cargadores y adaptadores	p111530	Inversor de corriente BESTEK 300W de 12V a 110V con USB-C y QC3.0
5.22	0.00	5.22	Suplementos	Probióticos y prebióticos	Salud	p311120	ProBioraPro (formerly EvoraPro) Oral Probiotic Mints | Support Healthy Teeth and Gums | Freshen Breath | Whiten Teeth | 90 Day Supply (90g)
5.22	0.00	5.22	Juguetes y bebés	Chupones y mordederas	Salud	p104866	Herramientas de terapia motora oral Teether Heart Spoon suministros especiales
5.22	2.37	7.59	Refacciones	Motores	Impresión 3D	p20037	Accessories and ToolsGB36-3662 Planetary Reduction Motor, High Torque, Low Noise, Smart Home Appliance
5.22	1.44	6.66	Componentes y accesorios de PC	Accesorios de monitor	Baterías portátiles	p149527	Detector de ozono portátil, monitor de gas ozono de 0 a 100 PPM con alta resolución de 0.01 PPM de 16 horas de duración de batería, medidor de ozono con alarma,
5.22	0.00	5.22	Herramientas	Accesorios para herramientas eléctricas	Domótica y hogar inteligente	p121074	Juego 4 piezas para instalar cerraduras
5.22	0.00	5.22	Refacciones	Refacciones para otros electrodomésticos	Cargadores y adaptadores	p144469	Cargador 5V Compatible con Philips OneBlade QP2724 QP2824 MG5910
5.22	0.00	5.22	Refacciones	Refacciones para otros electrodomésticos	Cargadores y adaptadores	p144485	Cargador 4.3V Compatible con Philips OneBlade QP2520 MG3740 A00390
5.22	0.00	5.22	Herramientas	Seguridad industrial	Equipo comercial	p247784	Zapatos De Seguridad Industrial,Botas De Cuero Impermeables De Trabajo Y Seguridad
5.22	0.00	5.22	Herramientas	Seguridad industrial	Equipo comercial	p247817	Zapatos De Seguridad Industrial,Botas De Cuero Impermeables De Trabajo Y Seguridad
5.21	1.19	6.41	Mascotas	Bebederos	Cocina y comedor	p74575	Fuente de Agua Casfuy 3 L Acero Inoxidable Silenciosa
5.21	0.00	5.21	Refacciones	Para autos	Teclados	p111431	Kit de conexión directa OBD para radar Plug & Play cable de 37 m
5.21	0.00	5.21	Autos, bicicletas y motos	Amplificadores para auto	Bocinas	p115274	Epicentro Restaurador De Bajos BXM-100STR Spl Extremo Soundstream Azul Acero
5.21	2.06	7.27	Celulares	Android	Bocinas	p51411	MOROTOLA G15 POWER 256GB almacenamiento/8GB RAM y BOCINA SANAG X6S Sonido Potente
5.21	0.00	5.21	Refacciones	Para autos	Herramientas	p35488	Gato Patín Hidráulico 2.5 Toneladas 50 Movimientos Aksi
5.21	2.26	7.47	Viajes	Camping	Lavadoras	p29861	Tienda Campaña Casa Camping Joyfox Acampar Alta Capacidad 210x200cm Para 3-4 Personas Automática
5.21	1.28	6.49	Herramientas	Material eléctrico	Cargadores y adaptadores	p121525	Cable Extensión Eléctrica MXOWA-004 PowerWay20 Extensión de Enchufe
5.21	1.28	6.49	Herramientas	Material eléctrico	Cargadores y adaptadores	p121527	Cable Extensión Seguro MXOWA-003 PowerWay20 Extensión de Enchufe
5.21	1.28	6.49	Herramientas	Material eléctrico	Cargadores y adaptadores	p121528	Cable Extensión Alta Capacidad MXOWA-002 PowerWay20 Extensión de Enchufe
5.21	1.75	6.96	Refacciones	Para patinetas eléctricas	Cámaras y fotografía	p282454	Scooter subacuático de Doble Velocidad para Adultos y niños - con batería extraíble de 6000 mAh,autonomía de 30 a 60 Minutos y Soporte para cámara de acción.
5.21	0.00	5.21	Refacciones	Para autos	Instrumentos musicales	p111226	Jumper Cables Energizer Heavy Duty calibre 6 16 pies con bolsa
5.21	1.79	7.00	Componentes y accesorios de PC	Componentes	Belleza y cuidado personal	p311562	Masajeador de ojos RENPHO con calor y enfriamiento, control de voz, 3 modos de compresión y 3 niveles de presión, ideal para regalos de cumpleaños, Navidad y Añ
5.20	0.00	5.20	Belleza y cuidado personal	Organizadores de maquillaje	Viajes	p102024	Neceser Hapforever 3 uds con cierre a presión color marrón
5.20	0.00	5.20	Videojuegos	Juegos Xbox	Cargadores y adaptadores	p55226	Watch Dogs Legion XB1
5.20	0.00	5.20	Videojuegos	Juegos PS4	Cargadores y adaptadores	p55908	PS4 Watch Dogs Legion
5.20	0.00	5.20	Videojuegos	Juegos PS4	Cargadores y adaptadores	p266863	PS4 Watch Dogs Legion
5.20	0.00	5.20	Herramientas	Plomería	Electrodomésticos	p122367	Medidor De Agua Potable Volumetrico 1/2 Dn 15mm 5 Digitos
5.20	0.00	5.20	Herramientas	Plomería	Cámaras de seguridad	p121676	Kit de Ducha Exterior Aolemi 15 cm Negro Mate 2 Manijas
5.20	0.00	5.20	Herramientas	Plomería	Cámaras de seguridad	p121693	Kit de ducha exterior Aolemi SUS304 negro mate
5.20	0.00	5.20	Instrumentos musicales	Accesorios	Aspiradoras	p46454	Pedestal poste para elevar medio en subwoofer asp60
5.19	1.52	6.72	Componentes y accesorios de PC	Componentes	Climatización	p318440	Ventilador con control de flujo cruzado QR08A-2EM.50.CH AC 230V 240W
5.19	1.52	6.72	Componentes y accesorios de PC	Componentes	Climatización	p318441	Ventilador con control de flujo cruzado QR08A-2EM.50.CH AC 230V 240W
5.19	1.52	6.72	Componentes y accesorios de PC	Componentes	Climatización	p318442	Ventilador con control de flujo cruzado QR08A-2EM.50.CH AC 230V 240W
5.19	0.00	5.19	Autos, bicicletas y motos	Accesorios y refacciones	Electrodomésticos	p96347	Limpiador vidrios armor all glass 650ml profesional
5.19	0.00	5.19	Herramientas	Material eléctrico	Domótica y hogar inteligente	p44917	Toma de corriente GFCI TG 15 A con protección contra manipulaciones y auto‑prueba
5.19	1.79	6.98	Componentes y accesorios de PC	Componentes	Climatización	p362040	Fudo comercial bate de enfriamiento pequeño (contiene refrigerante), polietileno japonés ABTI102
5.18	0.00	5.18	Otros	Varios	Impresoras	p96892	Tijeras Multiusos de Cerámica KYOCERA 7 cm
5.18	0.00	5.18	Herramientas	Plomería	Cámaras de seguridad	p121956	Juntas tóricas Captain O-Ring AO-WH-LG-OR paquete de 3 diámetro interior de 14 cm
5.18	2.29	7.47	Herramientas	Juegos de herramientas	Instrumentos musicales	p261989	Kit profesional de afinación de piano de 18 piezas, herramientas de
5.18	1.26	6.43	Laptops	Laptops de 15" y 16"	Refrigeradores	p151840	TV portátil de 32" con batería Recargable, TV portátil 4K con Ruedas, TV portátil con rotación Vertical/Horizontal (8+256G)
5.18	1.26	6.43	Laptops	Laptops de 15" y 16"	Refrigeradores	p154636	TV portátil de 32" con batería Recargable, TV portátil 4K con Ruedas, TV portátil con rotación Vertical/Horizontal (4+64G)
5.18	1.28	6.46	Muebles	Camas	Blancos y ropa de cama	p307477	Cama Transpirable Lavable
5.18	1.28	6.46	Muebles	Camas	Blancos y ropa de cama	p307478	Cama para Transpirable Lavable
5.18	0.00	5.18	Refacciones	Para autos	Iluminación	p110121	Luces para Remolque LAMPEASE Inalámbricas Magnéticas - Juego de 2
5.17	1.88	7.06	Componentes y accesorios de PC	Componentes	Autos, bicicletas y motos	p256254	Para Yamaha YZF R1 2009-2014 Accesorios Motocicleta Paneles Laterales Enfriador Entrada Aire Frontal Cubierta Carenado(Matte Black-B 09-14)
5.17	1.86	7.04	Muebles	Mesas de centro	Iluminación	p239450	Lámparas de Mesa Recargable inalámbrica 2 Pack Negro
5.17	1.29	6.46	Otros	Radios	Monitores	p251849	Radio de visualización táctil de 2+64 GB de 10 pulgadas para Ford F150 2004
5.17	2.35	7.52	Refacciones	Refacciones para lavadora y secadora	Electrodomésticos	p200956	Filtro de sedimentos para lavadora y calentador, cobre G1/2
5.17	2.42	7.59	Autos, bicicletas y motos	Tweeters	Bocinas	p174964	Peavey 22XT Diafragma Tweeter 10-924 - Accesorios de Altavoz de Repuesto Aptos para RX22 22A 22T
5.17	0.00	5.17	Cámaras y fotografía	Accesorios	Cargadores y adaptadores	p126725	Tilta - Estación de carga portátil para NP-FZ100 (4 canales), 7.2V, color verde
5.17	0.00	5.17	Herramientas	Herramientas manuales	Proyectores y accesorios	p118920	Cúter mini manual retráctil con hoja cerámica
5.17	2.48	7.65	Autos, bicicletas y motos	Autos	Blancos y ropa de cama	p344781	Shkalacar - Manta térmica para coche de 12 V, 150 x 110 cm, con 3 niveles
5.17	1.34	6.50	Juguetes y bebés	Juguetes musicales	Bocinas	p34262	Micrófono Karaoke Infantil Move2play Con Bluetooth Y Cancion
5.17	2.23	7.40	Cargadores y adaptadores	Para laptop	Monitores	p162070	IFCASE - Paquete de 2 adaptadores de montaje VESA para monitores HP Serie M
5.16	0.00	5.16	Juguetes y bebés	Alimentación y lactancia	Audífonos	p106193	Baberos impermeables y ligeros KeaBabies 3 unidades
5.16	2.48	7.64	Autos, bicicletas y motos	Autos	Climatización	p313093	Calefactor para Coche Desempañador 12V/24V Silencioso Calefacción Rápida
5.16	2.48	7.64	Autos, bicicletas y motos	Autos	Climatización	p319367	Calefactor para Coche Desempañador 12V/24V Silencioso Calefacción Rápida
